Date,Time,State,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,TotalSamples,Negative,Positive,Population,Rural population,Urban population,Area,Density,Gender Ratio,NumPrimaryHealthCenters_HMIS,NumCommunityHealthCenters_HMIS,NumSubDistrictHospitals_HMIS,NumDistrictHospitals_HMIS,TotalPublicHealthFacilities_HMIS,NumPublicBeds_HMIS,NumRuralHospitals_NHP18,NumRuralBeds_NHP18,NumUrbanHospitals_NHP18,NumUrbanBeds_NHP18
2020-03-26,6:00 PM,Andaman and Nicobar Islands,1,0,0,0,1,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-03-27,10:00 AM,Andaman and Nicobar Islands,1,0,0,0,1,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-03-28,6:00 PM,Andaman and Nicobar Islands,6,0,0,0,6,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-03-29,7:30 PM,Andaman and Nicobar Islands,-,-,0,0,9,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-03-30,9:30 PM,Andaman and Nicobar Islands,-,-,0,0,9,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-03-31,8:30 PM,Andaman and Nicobar Islands,-,-,0,0,10,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-01,7:30 PM,Andaman and Nicobar Islands,-,-,0,0,10,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-02,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-03,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-04,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-05,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-06,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-07,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-08,5:00 PM,Andaman and Nicobar Islands,-,-,0,0,10,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-09,5:00 PM,Andaman and Nicobar Islands,-,-,0,0,11,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-10,5:00 PM,Andaman and Nicobar Islands,-,-,0,0,11,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-11,5:00 PM,Andaman and Nicobar Islands,-,-,0,0,11,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-12,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-13,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-14,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-15,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-16,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-17,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11,1403.0,1210.0,12.0,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-18,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,12,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-19,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,14,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,15,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-21,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,16,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-22,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,17,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-23,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,18,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-24,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,22,2679.0,,27.0,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-25,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,27,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-26,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-27,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,33,2848.0,,33.0,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-28,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-29,5:00 PM,Andaman and Nicobar Islands,-,-,15,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-04-30,5:00 PM,Andaman and Nicobar Islands,-,-,15,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-01,5:00 PM,Andaman and Nicobar Islands,-,-,16,0,33,3754.0,,33.0,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-02,5:00 PM,Andaman and Nicobar Islands,-,-,16,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-03,5:00 PM,Andaman and Nicobar Islands,-,-,17,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-04,5:00 PM,Andaman and Nicobar Islands,-,-,32,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-05,5:00 PM,Andaman and Nicobar Islands,-,-,32,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-06,8:00 AM,Andaman and Nicobar Islands,-,-,32,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-07,8:00 AM,Andaman and Nicobar Islands,-,-,32,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-08,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-09,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-10,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-11,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-12,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-13,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-14,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-15,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-16,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,6677.0,,33.0,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-17,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-18,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-19,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-21,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-22,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,7263.0,7167.0,33.0,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-23,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-24,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-25,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-26,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-27,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-28,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-29,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-30,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-05-31,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,,,,380581.0,237093.0,143488.0,"8,249 km2 (3,185 sq mi)",46/km2 (120/sq mi),876.0,,,,,,,,,,
2020-03-12,6:00 PM,Andhra Pradesh,1,0,0,0,1,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-03-13,6:00 PM,Andhra Pradesh,1,0,0,0,1,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-03-14,6:00 PM,Andhra Pradesh,1,0,0,0,1,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-03-15,6:00 PM,Andhra Pradesh,1,0,0,0,1,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-03-16,6:00 PM,Andhra Pradesh,1,0,0,0,1,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-03-17,6:00 PM,Andhra Pradesh,1,0,0,0,1,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-03-18,6:00 PM,Andhra Pradesh,1,0,0,0,1,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-03-19,6:00 PM,Andhra Pradesh,2,0,0,0,2,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-03-20,6:00 PM,Andhra Pradesh,3,0,0,0,3,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-03-21,6:00 PM,Andhra Pradesh,3,0,0,0,3,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-03-22,6:00 PM,Andhra Pradesh,5,0,0,0,5,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-03-23,6:00 PM,Andhra Pradesh,7,0,0,0,7,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-03-24,6:00 PM,Andhra Pradesh,8,0,0,0,8,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-03-25,6:00 PM,Andhra Pradesh,9,0,1,0,9,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-03-26,6:00 PM,Andhra Pradesh,11,0,1,0,11,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-03-27,10:00 AM,Andhra Pradesh,12,0,1,0,12,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-03-28,6:00 PM,Andhra Pradesh,14,0,1,0,14,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-03-29,7:30 PM,Andhra Pradesh,-,-,1,0,19,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-03-30,9:30 PM,Andhra Pradesh,-,-,1,0,23,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-03-31,8:30 PM,Andhra Pradesh,-,-,1,0,40,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-01,7:30 PM,Andhra Pradesh,-,-,1,0,83,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-02,6:00 PM,Andhra Pradesh,-,-,1,1,86,1800.0,1175.0,132.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-03,6:00 PM,Andhra Pradesh,-,-,1,1,132,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-04,6:00 PM,Andhra Pradesh,-,-,1,1,161,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-05,6:00 PM,Andhra Pradesh,-,-,1,1,190,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-06,6:00 PM,Andhra Pradesh,-,-,1,3,226,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-07,6:00 PM,Andhra Pradesh,-,-,1,3,266,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-08,5:00 PM,Andhra Pradesh,-,-,5,4,305,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-09,5:00 PM,Andhra Pradesh,-,-,6,4,348,,,,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-10,5:00 PM,Andhra Pradesh,-,-,7,6,363,6374.0,6009.0,365.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-11,5:00 PM,Andhra Pradesh,-,-,11,6,381,6958.0,6577.0,381.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-12,5:00 PM,Andhra Pradesh,-,-,11,6,381,6958.0,6553.0,405.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-13,5:00 PM,Andhra Pradesh,-,-,11,7,432,8755.0,8323.0,432.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-14,5:00 PM,Andhra Pradesh,-,-,14,9,473,10505.0,10032.0,473.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-15,5:00 PM,Andhra Pradesh,-,-,16,9,503,11613.0,11088.0,525.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-16,5:00 PM,Andhra Pradesh,-,-,20,14,534,20235.0,19701.0,534.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-17,5:00 PM,Andhra Pradesh,-,-,36,14,572,20235.0,,572.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-18,5:00 PM,Andhra Pradesh,-,-,42,15,603,21450.0,20487.0,603.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-19,5:00 PM,Andhra Pradesh,-,-,42,15,603,26958.0,26311.0,647.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-20,5:00 PM,Andhra Pradesh,-,-,92,20,722,30733.0,30011.0,722.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-21,5:00 PM,Andhra Pradesh,-,-,96,22,757,35755.0,34998.0,757.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-22,5:00 PM,Andhra Pradesh,-,-,120,24,813,41512.0,40699.0,813.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-23,5:00 PM,Andhra Pradesh,-,-,141,27,895,48032.0,47139.0,893.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-24,5:00 PM,Andhra Pradesh,-,-,145,29,955,54338.0,53383.0,955.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-25,5:00 PM,Andhra Pradesh,-,-,171,31,1061,61266.0,60250.0,1016.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-26,5:00 PM,Andhra Pradesh,-,-,231,31,1097,68034.0,66937.0,1097.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-27,5:00 PM,Andhra Pradesh,-,-,235,31,1177,74551.0,73374.0,1177.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-28,5:00 PM,Andhra Pradesh,-,-,258,31,1259,80334.0,79075.0,1259.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
2020-04-29,5:00 PM,Andhra Pradesh,-,-,287,31,1332,88061.0,86729.0,1332.0,49577103.0,34966693.0,14610410.0,"162,968 km2 (62,922 sq mi)",303/km2 (780/sq mi),993.0,1417,198.0,31.0,20.0,1666.0,60799.0,193.0,6480.0,65.0,16658.0
